medcodeid	Term	delivery
6601631000006111	LUSCS - Lower uterine segment caesarean section	NA
6601691000006110	Lower uterine segment caesarean section	NA
661014	Gravida 10	NA
662019	Gravida more than 10	NA
662661000006111	Failed attempted abortion	NA
662681000006118	Failed attempted abortion with damage to pelvic organs or tissues	NA
662691000006115	Failed attempted abortion with delayed or excessive haemorrhage	NA
662701000006115	Failed attempted abortion with genital tract or pelvic infection	NA
662961000006116	Failed medical abortion, complicated by delayed or excessive haemorrhage	NA
662971000006111	Failed medical abortion, complicated by genital tract and pelvic infection	NA
66381000006119	Velamentous insertion of cord	NA
667361000006117	Fatigue during pregnancy - delivered with postnatal complication	NA
667711000006119	Feeding intention - baby	NA
66801000006116	Venous complication pregnancy and puerperium NOS - delivered	NA
66811000006118	Venous complication pregnancy/puerperium NOS + a/n comp	NA
669211000006118	Fetal alcohol syndrome	NA
669341000006114	Fetal circulation	NA
669381000006115	Fetal death in utero	NA
66941000006112	Delivery by vacuum extraction	NA
669491000006110	Fetal haemorrhage into co-twin	NA
669561000006118	Fetal malnutrition, no mention light or small for gest age	NA
669571000006113	Fetal malposition and malpresentation NOS	NA
669601000006118	Fetal malposition and malpresentation NOS with a/n problem	NA
669621000006111	Fetal maturity - A/N	NA
669831000006113	Feto-placental problems NOS	NA
669881000006114	Feto/placen. hormones normal	NA
669891000006112	Feto/placent. hormones abnorm.	NA
669901000006111	Feto/placental hormones	NA
669911000006114	Feto/placental hormones NOS	NA
669941000006113	Fetoscopic examination of fetus and biopsy of fetus	NA
669951000006110	Fetoscopic examination of fetus and sampling of fetal blood	NA
669981000006119	Fetus & gravid uterus ops	NA
669991000006116	Fetus - abdominal X-ray, obst.	NA
670011000006110	Fetus affected by APH - antepartum haemorrhage	NA
670031000006116	Fetus affected by cord problems	NA
670061000006113	Fetus affected by malpresentation during delivery	NA
670181000006119	Fetus operations	NA
670271000006112	Fetus or neonate affected by complication of labour/delivery	NA
670721000006117	Fetus or neonate affected by placental abnormality OS	NA
670731000006119	Fetus or neonate affected by placental damage OS	NA
670801000006119	Fetal or neonatal effect of abruptio placentae	NA
670871000006113	Fetus or neonate affected by transverse lie during labour and delivery	NA
671011000006119	Fetus small-for-dates (SFD) with signs of malnutrition	NA
671021000006110	Fetus small-for-dates (SFD), without mention of malnutrition	NA
671041000006115	Fetus small-for-dates, without mention of malnutrition	NA
671061000006116	Fetus with central nervous system malformation + a/n problem	NA
671161000006117	Fetus with damage due to intrauterine contraceptive device	NA
671171000006112	Fetus with damage due to intra-uterine contraceptive device	NA
671181000006110	Fetus with damage due to intrauterine contraceptive device - delivered	NA
671191000006113	Fetus with damage due to IUCD NOS	NA
671201000006111	Fetus with damage due to IUCD unspecified	NA
671211000006114	Fetus with damage due to intrauterine contraceptive device with antenatal problem	NA
671231000006115	Fetus with damage due to other maternal disease + a/n prob	NA
671271000006117	Fetus with damage NOS	NA
6716071000006119	Labour and delivery unit	NA
671611000006112	Fetus/neonate affect other placental separation/haemorrhage	NA
671621000006116	Fetus or neonate affected by persistent occipito-posterior malposition during labour and delivery	NA
671651000006113	Fetal or neonatal effect of poison transferred via placenta or breast	NA
671661000006110	Fetus/neonate affected - poison transfer placenta/breast OS	NA
671701000006119	Fetus or neonate affected by abnormality of maternal soft tissue	NA
671711000006116	Fetus/neonate affected by antepartum haemorrhage unspecified	NA
671731000006110	Fetus/neonate affected by complic labour/delivery NOS	NA
671741000006117	Fetus/neonate affected by complic of placenta/cord/membrane	NA
671751000006115	Fetus or neonate affected by destructive operation to aid delivery	NA
671761000006118	Fetus or neonate affected by disproportion during labour and delivery	NA
671771000006113	Fetus or neonate affected by face presentation during labour and delivery	NA
671811000006113	Fetus/neonate affected by labour/delivery complication NOS	NA
671821000006117	Fetus/neonate affected by labour/delivery complication OS	NA
671841000006112	Fetus or neonate affected by malposition or disproportion during labour or delivery	NA
671871000006116	Fetus or neonate affected by maternal anaesthetic agent during labour and delivery	NA
671881000006118	Fetus or neonate affected by maternal anaesthetic and analgesic agents during labour and delivery	NA
671891000006115	Fetus or neonate affected by maternal analgesic agent during labour and delivery	NA
671901000006116	Fetus or neonate affected by maternal bony pelvis abnormality during labour and delivery	NA
671911000006118	Fetus or neonate affected by maternal contracted pelvis during labour and delivery	NA
671921000006114	Fetus or neonate affected by maternal epidural anaesthesia during labour and delivery	NA
671931000006112	Fetus or neonate affected by maternal general anaesthesia during labour and delivery	NA
671941000006119	Fetus/neonate affected by mat tranquillizers in labour/deliv	NA
671981000006113	Fetus or neonate affected by maternal pethidine during labour and delivery	NA
672051000006112	Fetus/neonate affected by other labour and delivery problems	NA
672091000006118	Fetus or neonate affected by placental damage caused by amniocentesis	NA
672101000006112	Fetus or neonate affected by placental damage caused by caesarean section	NA
672151000006111	Fetus or neonate affected by shoulder presentation during labour and delivery	NA
672171000006118	Fetus or neonate affected by uterine inertia or dysfunction during labour and delivery	NA
672181000006115	Fetus/neonate affected by uterine inertia in labour/delivery	NA
672191000006117	Fetus/neonate affected malpos/malpres/disprop - lab/deliv OS	NA
672201000006119	Fetus or neonate affected by maternal premature rupture of membrane	NA
672211000006116	Fetus/neonate affected other abnormalities of chorion/amnion	NA
672221000006112	Fetus/neonate affected placental separation/haemorrhage NOS	NA
672231000006110	Fetus/neonate affected placental separation/haemorrhage OS	NA
672241000006117	Fetus or neonate affected by cephalopelvic disproportion during labour and delivery	NA
672371000006116	Fetus/neonate affected-prem placental separation+acc haem'ge	NA
674361000006117	Nitrazamine test	NA
674521000006118	No A/N care: not known preg.	NA
674551000006110	No ante-natal care	NA
674561000006112	No ante-natal care NOS	NA
675211000006111	Neville-Barnes forceps delivery	NA
6767541000006116	Amniotomy at delivery	NA
6767611000006119	Delivery of placenta by maternal effort	NA
6771171000006117	Delivery care	NA
6772211000006113	Delivery risk	NA
6798961000006112	Delivery place booking	NA
6832031000006112	Fluid sample lactate level	NA
68497011	Caesarean hysterectomy	NA
6849761000006111	Delivery suite	NA
68583017	Mild pre-eclampsia	NA
68950016	Conjoined twins	NA
694831000006112	Multiple pregnancy NOS	NA
694921000006117	Multiple pregnancy with malpresentation with antenatal problem	NA
695721000006115	Multiple delivery	NA
699091000006118	Manipulative cephalic vaginal delivery with abnormal presentation of head at delivery without instrument	NA
7004511000006114	Antenatal ultrasound scan normal and possibly inconsistent with estimated date of delivery	NA
7006551000006119	Difficulty bonding with unborn baby	NA
7018181000006119	Fears delivery procedure	NA
702961000006110	Mild or unspecified pre-eclampsia - delivered with p/n comp	NA
703011000006115	Mild pre-eclampsia	NA
703361000006115	Mid forceps cephalic delivery NEC	NA
703371000006110	Mid forceps cephalic delivery with rotation	NA
7049841000006117	Doppler ultrasound scan of middle cerebral artery of foetus	NA
705571000006116	Mental disorder in the puerperium - baby delivered during previous episode of care	NA
712801000006117	Medical condition NOS in pregnancy - baby not yet delivered	NA
7128031000006119	Failed instrumental delivery	NA
712851000006118	Medical condition NOS in puerperium - baby delivered	NA
712861000006116	Medical condition NOS in puerperium - baby previously deliv	NA
71331000006115	Uterine fibroid - baby delivered with postpartum complication	NA
71351000006110	Uterine fibroid complicating antenatal care, baby not yet delivered	NA
71361000006112	Uterine fibroid complicating postpartum care - baby delivered during previous episode of care	NA
71431000006110	Uterine scar from previous surgery in pregnancy, childbirth and the puerperium - delivered	NA
714511000006111	McDonald cerclage of cervix	NA
715181000006114	Maturity of baby	NA
715471000006117	Maternal malaria in the puerperium - baby delivered during current episode of care	NA
715481000006119	Maternal malaria in the puerperium - baby delivered during previous episode of care	NA
715661000006114	Maternal rubella in the puerperium - baby delivered during current episode of care	NA
715671000006119	Maternal rubella in the puerperium - baby delivered during previous episode of care	NA
715731000006114	Maternal syphilis in the puerperium - baby delivered during current episode of care	NA
715741000006116	Maternal syphilis in the puerperium - baby delivered during previous episode of care	NA
715781000006110	Tuberculosis in pregnancy, childbirth and the puerperium - delivered	NA
715791000006113	Maternal tuberculosis during pregnancy - baby not yet delivered	NA
715821000006116	Maternal tuberculosis in the puerperium - baby delivered during current episode of care	NA
715831000006118	Maternal tuberculosis in the puerperium - baby delivered during previous episode of care	NA
715861000006110	Maternal care for poor fetal growth	NA
715891000006119	Maternal care for suspect fetal abnormal and damage, unspec	NA
715911000006117	Maternal care for suspected central nervous system malformation in fetus	NA
715941000006118	Maternal care/known or suspected fetal problem,unspecifd	NA
716061000006112	Maternal gonorrhoea during pregnancy - baby not yet delivered	NA
716081000006119	Maternal gonorrhoea in the puerperium - baby delivered during current episode of care	NA
716091000006116	Maternal gonorrhoea in the puerperium - baby delivered during previous episode of care	NA
716131000006119	Maternal hypotension syndrome - delivered with postnatal problem	NA
716391000006118	Mat infect/parasitic dis NOS in pregnancy - baby delivered	NA
716401000006116	Mat infect/parasitic dis NOS in pregnancy-baby not delivered	NA
716411000006118	Mat infect/parasitic dis NOS in puerp-baby previously deliv	NA
716421000006114	Mat infect/parasitic dis NOS in puerperium - baby delivered	NA
716511000006117	Maternal care for central nervous system malformation in fetus	NA
716591000006110	Maternal care for fetal hypoxia	NA
717731000006115	Manual removal products of conception delivered uterus NOS	NA
717741000006113	Manual removal products of conception delivered uterus OS	NA
717751000006110	Manual removal of products of conception from delivered uterus	NA
71831000006112	Vacuum delivery	NA
71951000006114	Vaginal 'show'	NA
71961000006111	Vaginal 'show' - A/N	NA
71981000006118	Vaginal abnormality - baby delivered with postpartum complication	NA
72001000006118	Vaginal abnormality complicating antenatal care - baby not yet delivered	NA
72011000006115	Congenital or acquired abnormality of vagina complicating postpartum care - baby delivered during previous episode of care	NA
7217901000006119	Dietary education for gestational diabetes	NA
7231761000006117	Education about vaginal birth after caesarean section (VBAC)	NA
7261481000006112	Oxygen percentage delivered	NA
7261501000006119	Delivered oxygen therapy percentage	NA
7262951000006119	Twin liveborn born in hospital by caesarean section	NA
7262971000006112	Twin birth, in hospital, delivered by cesarean section	NA
7263321000006118	Liveborn born in hospital by caesarean section	NA
7288601000006111	Estimated foetal gestational age at delivery	NA
7288611000006114	Estimated fetal gestational age at delivery	NA
730441000006114	Major puerperal infection NOS - delivered with p/n comp	NA
733521000006113	Lower uterine segment caesarean section (LSCS) NEC	NA
733561000006119	Lss 24 wk inv risk inj phys/men hlth ext child preg wom fmly	NA
733921000006119	Low forceps cephalic delivery	NA
734181000006116	Low maternal weight gain	NA
735281000000118	Education about folic acid in first trimester	NA
735931000006115	Labour and delivery complicated by biochemical evidence of foetal stress	NA
73748017	Premature rupture of membranes	NA
7404491000006112	Proton therapy system beam-delivery system	NA
742121000006114	Liquor examination	NA
74689019	Maternal obesity syndrome	NA
747281000006119	Less 24 wk involv risk injury physic/mentl health preg woman	NA
7480721000006111	H/O gestational diabetes mellitus	NA
749511000000113	Delivery of a fraction of intraluminal brachytherapy	NA
7498111000006117	Fetal or neonatal effect of breech delivery	NA
7500221000006113	Pre-existing type 1 diabetes mellitus in pregnancy	NA
7511791000006113	Preterm spontaneous labour with preterm delivery	NA
7511801000006114	Preterm spontaneous labor with preterm delivery	NA
7511821000006116	Preterm spontaneous labor with term delivery	NA
751271000006113	Large-for-dates fetus	NA
752091000006112	Fetal disproportion	NA
752951000006117	Labour and delivery complicated by foetal heart rate anomaly with meconium in amniotic fluid	NA
7529701000006110	Vaginal delivery of fetus	NA
753671000000119	Order of birth at delivery	NA
754081000006118	Kielland forceps cephalic delivery with rotation	NA
755061000006112	Kielland forceps delivery with rotation	NA
758421000000112	Sickle cell repeat screening with further sample required	NA
759051000000118	Antenatal screening status	NA
759371000000112	Antenatal screening shows significant disorder	NA
759431000000115	Repeat antenatal screening required	NA
759491000000119	Antenatal screening result pending	NA
759551000000114	Antenatal screening declined	NA
759611000000114	Antenatal screening not indicated for partner	NA
759671000000116	Antenatal screening for partner required	NA
759791000000112	Antenatal screening, at risk couple identified	NA
759941000006112	First degree perineal tear during delivery with postnatal problem	NA
760391000000110	Too premature for reliable screening	NA
763171000006114	Foetoscopic examination foetus and sampling of foetal blood	NA
76641000006111	Unspecified hypertension in preg/childb/puerp - not deliv	NA
7693521000006111	Delivery by caesarean section for footling breech presentation	NA
7693541000006116	Delivery by caesarean section for breech presentation	NA
769491000006117	Intra-amniotic infection of fetus	NA
769501000006113	Intra-amniotic fetal infection NOS	NA
769511000006111	Intra-amniotic fetal infection, unspecified	NA
770931000006110	Intends to breast-feed	NA
771961000006112	Instrumental removal of products of conception from delivered uterus	NA
771991000006116	Instrumental removal products of concep delivered uterus NOS	NA
772001000006119	Instrumental removal products of concep delivered uterus OS	NA
774791000006115	Inlet pelvic contraction	NA
77942011	Severe pre-eclampsia	NA
77991000006114	Unspecified perineal laceration during delivery + p/n prob	NA
780971000006118	Infant feeding method	NA
781431000006115	Induction and delivery procedures	NA
783151000006119	Incision of cervix to facilitate delivery	NA
78441000006113	Unspecified renal disease in pregnancy with p/n complication	NA
7870651000006112	Prostate photodynamic therapy fibreoptic cable, beam-delivery	NA
7870661000006114	Prostate photodynamic therapy fiberoptic cable, beam-delivery	NA
7875471000006113	History of elective caesarean section	NA
790461000006119	Fourth degree perineal tear during delivery with postnatal problem	NA
791511000006114	FP24 completed by Dr.	NA
791591000006116	FP24A - mat claim-not obst lis	NA
791611000006110	FP24A completed by Dr.	NA
791691000006117	FP24A-FPC contacted re mistake	NA
791701000006117	FP24A-FPC dispute fee due	NA
791711000006119	FP24A-FPC make up payment	NA
79271000006110	Ultrasound scan - obstetric	NA
79461000006119	Umbilical artery hypoplasia, unspecified	NA
79471000006114	Umbilical cord complication	NA
79481000006112	Umbilical cord complications NOS	NA
795531000006117	Full postnatal examination	NA
795581000006116	Gestation period, 40 weeks	NA
79761000006114	Unborn child at risk physi/ment abnormal serious handicap	NA
797671000006111	General practitioner unit delivery booking	NA
797801000006116	Galactorrhoea in pregnancy and the puerperium - delivered with postnatal complication	NA
8004341000006112	Single liveborn born in hospital by vaginal delivery	NA
801221000006116	Genitourinary tract infection in pregnancy - deliv +p/n comp	NA
8016611000006112	Gestational diabetes, delivered	NA
8016621000006116	Gestational diabetes mellitus complicating pregnancy	NA
801861000006114	Gestation - multiple	NA
801901000006119	Gestational diabetes mellitus	NA
804071000006112	Glycosuria during pregnancy - delivered with postnatal complication	NA
804171000006113	GMS2 claim completed by Dr.	NA
80443017	Umbilical cord complication	NA
806931000006117	Primigravida	NA
807011000006112	Gravida	NA
8072991000006115	Chemotherapy delivery	NA
807391000006116	Group A haemolytic streptococcal intra-amniotic infect. NEC	NA
807411000006116	Group B haemolytic streptococcal intra-amniotic infect. NEC	NA
8113341000006118	Discussion about caesarean section wound for maternal wellbeing	NA
8113351000006116	Discussion about caesarean section wound	NA
8125051000006113	Total number of registerable births at delivery	NA
814501000006111	Haemorrhoids in pregnancy and the puerperium - delivered with postnatal complication	NA
819741000006116	HELLP - Syndrome of haemolysis, elevated liver enzymes and low platelet	NA
8230411000006110	NHS Sickle Cell and Thalassaemia Screening Programme Middle East family origin	NA
82312017	Failed attempted abortion	NA
8241711000006112	Discussion about changing insulin requirement in pregnancy	NA
8264221000006117	Management of gestational diabetes mellitus	NA
828921000006111	HPL - Human placental lactogen level	NA
830081000006112	Hydrops fetalis due to other+unspcfd haemolytic disease	NA
830571000006117	Hyperemesis gravidarum with metabolic disturbance - delivered	NA
830581000006119	Hyperemesis gravidarum with metabolic disturbance - not delivered	NA
830601000006112	Hyperemesis gravidarum with metabolic disturbance unsp	NA
8314001000006112	Defibulation of vulva to facilitate delivery	NA
8331261000006112	Number of previous normal deliveries	NA
83411000006114	Tumour of uterine body - baby delivered with postpartum complication	NA
83431000006115	Tumour of uterine body complicating postpartum care - baby delivered during previous episode of care	NA
83441000006113	Tumour of uterine body complicating antenatal care, baby not yet delivered	NA
8350671000006113	Serum pregnancy associated plasma protein A concentration	NA
8371251000006112	Nitrazamine test	NA
845341000006111	Diabetes: shared care in pregnancy - diabetologist and obstetrician	NA
85371000006114	U-S obstetric diagn. scan NOS	NA
85381000006112	U-S obstetric scan abnormal	NA
85391000006110	US obstetric scan normal	NA
85401000006112	US obstetric scan requested	NA
85431000006116	US obstetric scan abnormal	NA
85441000006114	U-S scan - fetal cephalometry	NA
85451000006111	US scan - fetal maturity	NA
85461000006113	U-S scan - fetal presentation	NA
85471000006118	U-S scan - multiple fetus	NA
85481000006115	U-S scan - obstetric, diagn.	NA
85491000006117	U-S scan -placental localisatn	NA
85501000006113	U-S scan fetal abdominal circumference	NA
85511000006111	U-S scan fetal BPD	NA
85521000006115	U-S scan fetal head circumference	NA
85531000006117	U-S scan fetal length	NA
855441000006117	Born by caesarean section	NA
856241000006110	Post natal examination	NA
85768019	Fetal blood loss from ruptured cord	NA
86386010	Morning sickness	NA
871111000006110	Intra-uterine fetal op.	NA
871141000006114	Intrauterine exch. transfusion	NA
871151000006111	Intraut. fetal defect correct	NA
871171000006118	Intraut. fetal blood sampling	NA
871181000006115	Fetal scalp electrodes applied	NA
871191000006117	Obst. amniocentesis operation	NA
871201000006119	Shirodkar suture -in pregnancy	NA
871221000006112	Correct retrov.gravid uterus	NA
871231000006110	Breech - external version	NA
871241000006117	Intrauterine fetal op. NOS	NA
871251000006115	Other forceps delivery op.	NA
871261000006118	Breech/instrumental deliv.ops.	NA
871341000006112	Caesarean section operation	NA
871351000006114	Upper uterine segment caesar.	NA
871361000006111	Lower uterine segment caesar.	NA
871371000006116	Extraperitoneal caesarean sect	NA
871381000006118	Caesarean Section	NA
871391000006115	Caesarean section op. NOS	NA
871401000006118	Breech delivery op.	NA
871441000006116	High forceps delivery op.	NA
871461000006117	Mid forceps delivery op.	NA
871471000006112	Low forceps delivery op.	NA
871511000006119	Fetal scalp vacuum traction op	NA
871541000006115	Fetal head - manual rotation	NA
871551000006118	Fetal head - manual flexion	NA
871571000006111	Supervision - normal delivery	NA
871581000006114	Conduct of delivery	NA
871591000006112	Manually assist. vaginal deliv	NA
871601000006116	Conduct of delivery NOS	NA
871611000006118	Routine delivery manipulation	NA
871621000006114	Hysterectomy in pregnancy	NA
871641000006119	Cleidotomy to help delivery	NA
871661000006115	Other operations to aid deliv.	NA
871681000006113	Symphysiotomy - delivery aid	NA
871691000006111	Pubiotomy - delivery aid	NA
871701000006111	Dilat./incise cervix-deliv.aid	NA
871781000006119	Torn cervix sutured	NA
871831000006111	Obstet. laceration repair NOS	NA
871851000006116	Reposition umbilical cord	NA
87191000006118	Trial forceps delivery	NA
88136019	Fetal exsanguination	NA
887791000006116	Placenta praevia - no h'ge	NA
887801000006115	Placenta praevia + haemorrhage	NA
887841000006118	Pre-eclampsia NOS	NA
887851000006116	Excess vomiting in pregnancy	NA
887861000006119	Severe hyperemesis gravidarum	NA
887871000006114	Vomiting of pregnancy NOS	NA
887881000006112	Premature/false labour	NA
887891000006110	Threatened/false labour	NA
887901000006114	Premature/false labour NOS	NA
887911000006112	Post-term/prolonged pregnancy	NA
887971000006115	Preg.+ diabetes mellitus	NA
888051000006111	Normal delivery - occipitoant.	NA
888091000006117	Transverse/oblique lie	NA
888121000006118	Disproportion - pelvic cause	NA
888131000006115	Disproportion - mixed cause	NA
888141000006113	Disproportion - foetal cause	NA
888151000006110	Soft tissue pelvic abnormality	NA
888161000006112	Congenital uterine abnormality	NA
888211000006115	Fetal CNS malformation	NA
888221000006111	Fetal chromosomal abnormality	NA
888231000006114	Fetus + hereditary disease	NA
888241000006116	Fetus + rubella damage	NA
888251000006119	Fetus + maternal problem NOS	NA
888261000006117	Fetus + IUCD	NA
888271000006112	Intra-uterine death	NA
888281000006110	Membrane rupt.+ delivery delay	NA
888321000006116	Elderly primigravida + labour	NA
888341000006111	Pregnancy risk factors NOS	NA
888441000006115	Prolapsed umbilical cord	NA
888451000006118	Umbilical cord problem NOS	NA
888461000006116	Delivery trauma to perineum	NA
888471000006111	Perineal delivery trauma NOS	NA
888581000006113	Method of delivery	NA
888591000006111	Labour/delivery problems NOS	NA
888601000006115	High forceps delivery	NA
888621000006113	Elective caesarean section	NA
888631000006111	Caesarean section NOS	NA
888641000006118	Labour/delivery problems NOS	NA
888651000006116	Method of delivery NOS	NA
888661000006119	Varicose veins,legs - obst.	NA
888751000006114	Disruption of caesarean wound	NA
893591000006115	Obstetr prob affecting fetus	NA
893681000006119	Fetus poison - placenta/breast	NA
893801000006112	Maternal cord/placenta problem	NA
893811000006110	Maternal placenta praevia	NA
893821000006119	Maternal A.P.H.	NA
893831000006116	Maternal placental insuffic.	NA
893841000006114	Maternal prolapsed cord	NA
893891000006117	Fetus: Labour/delivery problem	NA
893901000006118	Born by breech delivery	NA
893911000006115	Born by forceps delivery	NA
893931000006114	Born by caesarean delivery	NA
893951000006119	Born after precipitate deliv.	NA
893971000006112	Mat. labour/deliv. prob. NOS	NA
893981000006110	Fetal obstetric prob. NOS	NA
893991000006113	Slow growth/nutrit. as fetus	NA
894001000006116	Small for dates as fetus	NA
894011000006118	As fetus: small for dates+maln	NA
894021000006114	Malnutrition NOS as fetus	NA
894321000006112	Fetal/neonatal haemorrhage	NA
894331000006110	Fetal cerebral haemorrhage	NA
89833018	Threatened abortion	NA
90065014	Human placental lactogen	NA
905021000006119	Ante-natal clinic referral	NA
905281000006110	[RFC] Ante-natal	NA
906891000006115	[RFC] Labour and delivery	NA
908471000006117	[RFC] Antenatal care	NA
909771000006119	[RFC] Routine antenatal care	NA
909781000006116	[RFC] Teenage antenatal care	NA
910471000006118	[RFC] Teenage pregnancy	NA
9157101000006116	Pregnacare	NA
916201000006114	Antenatal care	NA
917201000006112	Gravida no	NA
917241000006114	Primagravida	NA
917271000006118	Gravida-multiple	NA
917281000006115	Gravida NOS	NA
919131000006116	Antenatal care: gravida No.	NA
919141000006114	Antenatal care: primigravida	NA
919151000006111	Antenatal care: 2nd pregnancy	NA
919161000006113	Antenatal care: 3rd pregnancy	NA
919171000006118	Antenatal care: multip	NA
919381000006118	Patient currently pregnant	NA
919391000006115	Pregnant - urine test confirms	NA
919401000006118	Pregnant blood test confirms	NA
919411000006115	Pregnant - V.E. confirms	NA
919421000006111	Pregnant - on history	NA
919431000006114	Pregnant - on abdom. palpation	NA
919441000006116	Pregnant - planned	NA
919451000006119	Pregnant - unplanned - wanted	NA
919461000006117	Pregnant - unplanned - not wanted	NA
919471000006112	Pregnant ? pregnant	NA
919481000006110	Pregnant unplanned ? wanted	NA
919491000006113	Pregnant - ? planned	NA
919501000006117	Unplanned pregnancy	NA
919511000006119	A/N care: obstetric risk	NA
919521000006110	A/N care: uncertain dates	NA
919531000006113	A/N care: recurent aborter	NA
919541000006115	A/N care: grand multip	NA
919551000006118	A/N care: H/O still birth	NA
919561000006116	A/N care: H/O perinatal death	NA
919571000006111	A/N care: poor obstetr history	NA
919581000006114	A/N care: social risk	NA
919591000006112	A/N care: poor home conditions	NA
919601000006116	A/N care: poor A/N attender	NA
919611000006118	A/N care: late booker	NA
919621000006114	A/N care: H/O child abuse	NA
919631000006112	A/N care: medical risk	NA
919641000006119	A/N care: gynae risk	NA
919651000006117	No antenatal care	NA
919661000006115	Antenatal care: not offered	NA
919671000006110	Antenatal care: not wanted	NA
919681000006113	Antenatal care: not attended	NA
919691000006111	A/N care provider	NA
919701000006111	A/N care from G.P.	NA
919711000006114	A/N care from consultant	NA
919721000006118	A/N - shared care	NA
919731000006115	a/n	NA
919741000006113	A/N care midwifery led	NA
919751000006110	Delivery booking place	NA
919761000006112	Delivery: no place booked	NA
919771000006117	Home delivery booked	NA
919781000006119	G.P. unit delivery booking	NA
919801000006115	Private home delivery booking	NA
919811000006117	Delivery booking place changed	NA
919821000006113	Deliv.booking - length of stay	NA
919831000006111	Short stay delivery booking	NA
919841000006118	Full stay delivery booking	NA
919921000006116	Antenatal amniocentesis	NA
919931000006118	A/N amniocentesis - not wanted	NA
919941000006111	Amniocentesis wanted	NA
919951000006113	A/N amniocentesis - awaited	NA
919961000006110	A/N amniocentesis - normal	NA
919971000006115	A/N amniocentesis - abnormal	NA
919981000006117	Antenatal ultrasound scan	NA
919991000006119	A/N U/S scan offered	NA
920001000006112	A/N U/S scan not wanted	NA
920011000006110	A/N U/S scan awaited	NA
920021000006119	A/N U/S scan normal += dates	NA
920031000006116	A/N U/S scan normal +? dates	NA
920041000006114	A/N U/S scan abnormal	NA
920051000006111	A/N U/S scan for ? abnormality	NA
920061000006113	A/N U/S scan for slow growth	NA
920081000006115	A/N Rh screen not offered	NA
920091000006117	A/N Rh screen offered	NA
920101000006111	Alpha-feto protein blood test	NA
920231000006114	Antenatal syphilis screen	NA
920241000006116	A/N syphilis screen not done	NA
920251000006119	A/N syphilis screen-blood sent	NA
920261000006117	Antenatal blood group screen	NA
920271000006112	A/N blood group screen not done	NA
920281000006110	A/N blood group screen done	NA
920291000006113	Antenatal sickle cell screen	NA
920301000006114	A/N sickle cell screen not done	NA
920311000006112	A/N sickle cell screen done	NA
920321000006116	Antenatal examinations	NA
920331000006118	A/N booking examination	NA
920341000006111	A/N 12 weeks examination	NA
920351000006113	A/N 16 week examination	NA
920361000006110	A/N 20 week examination	NA
920371000006115	A/N 24 week examination	NA
920381000006117	A/N 28 week examination	NA
920391000006119	A/N 30 week examination	NA
920401000006117	A/N 32 week examination	NA
920411000006119	A/N 34 week examination	NA
920421000006110	A/N 35 week examination	NA
920431000006113	A/N 36 week examination	NA
920441000006115	A/N 37 week examination	NA
920451000006118	A/N 38 week examination	NA
920461000006116	A/N 39 week examination	NA
920471000006111	A/N 40 week examination	NA
920481000006114	A/N 41 week examination	NA
920491000006112	A/N 42 week examination	NA
920501000006116	Fetal maturity - A/N	NA
920511000006118	Fetal maturity: dates = size	NA
920521000006114	Fetal maturity: dates not=size	NA
920541000006119	O/E - fetal movements	NA
920551000006117	O/E - fetal movements seen	NA
920581000006113	O/E - fetal movements felt	NA
920591000006111	Fetal movemnt.diminished	NA
920601000006115	O/E - no fetal movements	NA
920611000006117	O/E - fetus very active	NA
920621000006113	O/E - fetal heart heard	NA
920631000006111	O/E - fetal heart not heard	NA
920651000006116	O/E - fundus 12-16 week size	NA
920661000006119	O/E - fundus 16-20 week size	NA
920671000006114	O/E - fundus 20-24 week size	NA
920681000006112	O/E - fundus 24-28 week size	NA
920691000006110	O/E - fundus 28-32 week size	NA
920701000006110	O/E - fundus 34-36 week size	NA
920711000006113	O/E - fundus 36-38 week size	NA
920721000006117	O/E - fundus 38 weeks-term size	NA
920731000006119	O/E - fundal size = dates	NA
920741000006112	O/E - fundus = term size	NA
920751000006114	O/E - fetal presentation	NA
920761000006111	O/E - vertex presentation	NA
920771000006116	O/E - breech presentation	NA
920781000006118	O/E - oblique lie	NA
920811000006116	O/E - fetal presentation unsure	NA
921361000006119	Infant feeding at 1 year	NA
923171000006113	Pregnancy advice	NA
923191000006114	Diet in pregnancy advice	NA
923211000006110	Pregnancy exercise advice	NA
923221000006119	Pregnancy alcohol advice	NA
923241000006114	Pregnancy dental advice	NA
923251000006111	Maternity grant advice	NA
923261000006113	Maternity benefit advice	NA
923271000006118	Maternity milk/ vits advice	NA
923281000006115	Preg. prescription exempt adv.	NA
926531000006114	Antenatal relaxation classes	NA
931951000006119	Emergency caesarian section	NA
932281000006113	Elective caesarian section	NA
9324231000006120	Spontaneous onset of labour between 37 and 39 weeks gestation with planned caesarean section	NA
9324881000006116	Diabetes mellitus in childbirth	NA
9326461000006120	Vacuum assisted vaginal delivery	NA
9326571000006112	Preterm labour with preterm delivery	NA
9326581000006112	Preterm labor with preterm delivery	NA
932711000006111	Elective caesarean section	NA
942511000006117	X (pregnancy) MES	NA
9511000006113	Other specified obstetric operations	NA
952691000006112	O/E fundal size	NA
953141000006118	Fundus palpable	NA
953151000006116	Fundus not palpable	NA
956371000006118	Pregnant number of weeks	NA
958831000006114	Pregnancy	NA
95981000006112	Transient hypertension of pregnancy	NA
